 iks ibn en[eV] re[meV] im[meV]
   1 100   -0.2856578679E+01   -0.8782164109E+03    0.2229323215E+03
   1 101   -0.2851743854E+01   -0.8781971311E+03    0.2148096450E+03
   1 102   -0.2814681821E+01   -0.8871286194E+03    0.1771939000E+03
   1 103   -0.2814681807E+01   -0.8866649245E+03    0.1771887108E+03
   1 104   -0.2805185828E+01   -0.8915600432E+03    0.1620987581E+03
   1 105   -0.2063653274E+01   -0.1295697319E+04    0.7969732816E+02
   1 106   -0.6290280739E+00   -0.1210151708E+04    0.8644944581E+02
   1 107   -0.6290280535E+00   -0.1209746003E+04    0.8644562946E+02
   1 108   -0.2187160454E+00   -0.1336947922E+04    0.9475567029E+02
   1 109    0.0000000000E+00   -0.1543945280E+04    0.1368301788E+03
   1 110    0.3350802856E+01   -0.7775505777E+03    0.5342958017E+02
   1 111    0.3534427237E+01   -0.7767782837E+03    0.1091566157E+03
   1 112    0.3534427239E+01   -0.7768708832E+03    0.1091593566E+03
   1 113    0.3824574233E+01   -0.6926460800E+03    0.1175376239E+03
   1 114    0.3824574264E+01   -0.6926256319E+03    0.1175429436E+03
   1 115    0.4247826256E+01   -0.8025590900E+03    0.5229633367E+02
   1 116    0.4952117834E+01   -0.1327896739E+04    0.9964001449E+02
   1 117    0.5015858874E+01   -0.1543402592E+04    0.1319856580E+03
   1 118    0.5015858944E+01   -0.1543485494E+04    0.1319922703E+03
   1 119    0.5528917273E+01   -0.9128927774E+03    0.9836928417E+02
   1 120    0.5688589194E+01   -0.7556518239E+03    0.1937939092E+03
