   1,   1, 0.945093349115964747E-04, 0.000000000000000000E+00
   1,   2, 0.000000000000000000E+00, 0.000000000000000000E+00
   1,   3, 0.000000000000000000E+00, 0.000000000000000000E+00
   1,   4,-0.359945713513860582E-04,-0.359945713513860378E-04
   1,   5, 0.507073554691780561E-20, 0.253536777345890281E-20
   1,   6, 0.000000000000000000E+00,-0.253536777345890281E-20
   2,   1, 0.000000000000000000E+00, 0.000000000000000000E+00
   2,   2, 0.706782689299659055E-04, 0.000000000000000000E+00
   2,   3, 0.000000000000000000E+00, 0.792302429205907127E-22
   2,   4,-0.507073554691780561E-20,-0.253536777345890281E-20
   2,   5,-0.346227840679091178E-04,-0.346227840679090974E-04
   2,   6,-0.706509940472555178E-05, 0.706509940472554754E-05
   3,   1, 0.000000000000000000E+00, 0.000000000000000000E+00
   3,   2, 0.000000000000000000E+00, 0.792302429205907127E-22
   3,   3, 0.706782689299659055E-04, 0.000000000000000000E+00
   3,   4, 0.000000000000000000E+00, 0.253536777345890281E-20
   3,   5,-0.706509940472554754E-05, 0.706509940472555008E-05
   3,   6,-0.346227840679091110E-04,-0.346227840679090974E-04
   4,   1,-0.359945713513860582E-04, 0.359945713513860378E-04
   4,   2, 0.253536777345890281E-20,-0.253536777345890281E-20
   4,   3,-0.253536777345890281E-20, 0.253536777345890281E-20
   4,   4, 0.945092199539504789E-04, 0.000000000000000000E+00
   4,   5, 0.507073554691780561E-20, 0.000000000000000000E+00
   4,   6,-0.507073554691780561E-20, 0.000000000000000000E+00
   5,   1,-0.253536777345890281E-20, 0.253536777345890281E-20
   5,   2,-0.346227840679091178E-04, 0.346227840679090974E-04
   5,   3,-0.706509940472555178E-05,-0.706509940472554754E-05
   5,   4,-0.507073554691780561E-20, 0.000000000000000000E+00
   5,   5, 0.706783102299963042E-04, 0.000000000000000000E+00
   5,   6,-0.507073554691780561E-20, 0.000000000000000000E+00
   6,   1, 0.253536777345890281E-20,-0.253536777345890281E-20
   6,   2,-0.706509940472554246E-05,-0.706509940472555008E-05
   6,   3,-0.346227840679091178E-04, 0.346227840679090974E-04
   6,   4,-0.507073554691780561E-20, 0.000000000000000000E+00
   6,   5, 0.507073554691780561E-20, 0.000000000000000000E+00
   6,   6, 0.706783102299963042E-04, 0.000000000000000000E+00
